name,title,college,verified_affiliation,scholar_match_status,scholar_citedby,scholar_citedby5y,scholar_hindex,scholar_hindex5y,scholar_i10index,scholar_i10index5y,scholar_interests,scholar_cites_per_year
Rajesh Kumar,Assistant Professor,Bucknell University,"Assistant Professor of Computer Science,Bucknell University, USA",matched,1003.0,569.0,14.0,14.0,17.0,17.0,Behavioral Biometrics; Continuous Authentication; Authenticity Detection,"{'2014': 3, '2015': 15, '2016': 46, '2017': 70, '2018': 99, '2019': 93, '2020': 100, '2021': 121, '2022': 103, '2023': 92, '2024': 103, '2025': 114, '2026': 35}"
SingChun Lee,Assistant Professor,Bucknell University,Bucknell University,matched,915.0,609.0,15.0,12.0,17.0,13.0,Computer Science Education; Augmented Reality; Geometry Processing,"{'2016': 11, '2017': 29, '2018': 59, '2019': 77, '2020': 122, '2021': 109, '2022': 95, '2023': 115, '2024': 122, '2025': 120, '2026': 48}"
Darakhshan Mir,Associate Professor,Bucknell University,Associate Professor of Computer Science;Bucknell University,matched,786.0,398.0,11.0,11.0,15.0,12.0,privacy; algorithms in the criminal punishment system,"{'2010': 4, '2011': 6, '2012': 8, '2013': 15, '2014': 27, '2015': 37, '2016': 47, '2017': 47, '2018': 71, '2019': 49, '2020': 67, '2021': 73, '2022': 76, '2023': 69, '2024': 87, '2025': 71, '2026': 20}"
Chris Mitsch,Visiting Assistant Professor,Bucknell University,Bucknell University,matched_college,,,,,,,Geology; Metamorphic Petrology; Detrital Zircon; U-Pb Geochronology; Proterozoic Geology,
Luiz Felipe Perrone,Professor,Bucknell University,"Department of Computer Science,Bucknell University",matched,767.0,53.0,12.0,5.0,15.0,1.0,Computer Simulation; HRI,"{'2000': 4, '2001': 9, '2002': 10, '2003': 22, '2004': 23, '2005': 51, '2006': 37, '2007': 56, '2008': 51, '2009': 68, '2010': 56, '2011': 49, '2012': 41, '2013': 31, '2014': 47, '2015': 30, '2016': 33, '2017': 28, '2018': 19, '2019': 22, '2020': 15, '2021': 8, '2022': 13, '2023': 10, '2024': 14, '2025': 8}"
Swetha Reddy Ravula,Visiting Assistant Professor,Bucknell University,Georgia southern University,matched_name,,,,,,,Cognitive Radio; Network Virtualization; Software Defined Network,
Lily Romano,Instructor,Bucknell University,Assistant Professor of Mechanical Engineering atBucknell University,matched_college,,,,,,,Grid Interactive Buildings; Demand Flexibility; Thermal Storage,
Anne Ross,Assistant Professor,Bucknell University,"Assistant Professor,Bucknell University",matched,1522.0,1180.0,12.0,12.0,14.0,13.0,,"{'2017': 25, '2018': 53, '2019': 112, '2020': 141, '2021': 187, '2022': 179, '2023': 203, '2024': 251, '2025': 268, '2026': 90}"
Todd Schmid,Assistant Professor,Bucknell University,Bucknell University,matched,117.0,117.0,6.0,6.0,5.0,5.0,coalgebra; universal algebra; category theory; semantics of programming languages; logic,"{'2021': 4, '2022': 9, '2023': 17, '2024': 32, '2025': 45, '2026': 10}"
Joshua Stough,Associate Professor,Bucknell University,"Associate Professor, Computer Science,Bucknell University",matched,1064.0,597.0,15.0,8.0,22.0,8.0,Medical Image Analysis; Image Analysis; Pattern Recognition; Machine Learning; Computer Science Education,"{'2004': 5, '2005': 31, '2006': 21, '2007': 35, '2008': 52, '2009': 35, '2010': 28, '2011': 25, '2012': 28, '2013': 35, '2014': 21, '2015': 23, '2016': 18, '2017': 21, '2018': 13, '2019': 25, '2020': 39, '2021': 98, '2022': 110, '2023': 132, '2024': 112, '2025': 113, '2026': 31}"
Edward Talmage,Associate Professor,Bucknell University,"Chair of Chemical Engineering,Bucknell University",matched_college,,,,,,,Aerosols; Air Quality; Air Pollution; Electronic Cigarettes; Cloud Formation,
Amy Csizmar Dalal,Professor,Carleton College,"Professor of Computer Science,Carleton College",matched,396.0,69.0,10.0,4.0,11.0,1.0,Computer Networks; Human-Computer Interaction,"{'2001': 3, '2002': 4, '2003': 8, '2004': 11, '2005': 11, '2006': 15, '2007': 15, '2008': 17, '2009': 11, '2010': 20, '2011': 30, '2012': 17, '2013': 31, '2014': 41, '2015': 18, '2016': 18, '2017': 20, '2018': 16, '2019': 18, '2020': 11, '2021': 11, '2022': 24, '2023': 5, '2024': 12, '2025': 6}"
Eric Alexander,Associate Professor,Carleton College,,no_match,,,,,,,,
Tanya Amert,Assistant Professor,Carleton College,Denison University,manual_approved,849.0,580.0,11.0,9.0,12.0,9.0,,"{'2017': 12, '2018': 54, '2019': 85, '2020': 116, '2021': 134, '2022': 114, '2023': 104, '2024': 96, '2025': 106, '2026': 26}"
Josh Davis,Senior Lecturer,Carleton College,,no_match,,,,,,,,
Chelsey Edge,Assistant Professor,Carleton College,"Assistant Professor of Computer Science,Carleton College",matched_college,,,,,,,Evolutionary Computation; Artificial Life; Multi-agent Systems,
David Liben-Nowell,Associate Professor,Carleton College,Carleton College,matched,32654.0,3864.0,21.0,14.0,30.0,16.0,,"{'2002': 399, '2003': 854, '2004': 1327, '2005': 1679, '2006': 1816, '2007': 1922, '2008': 1938, '2009': 1981, '2010': 1965, '2011': 1771, '2012': 1914, '2013': 1817, '2014': 1614, '2015': 1435, '2016': 1393, '2017': 1244, '2018': 1176, '2019': 1067, '2020': 1004, '2021': 924, '2022': 829, '2023': 707, '2024': 631, '2025': 598, '2026': 175}"
Anna Meyer,Assistant Professor,Carleton College,Carleton College,matched,83.0,81.0,4.0,4.0,3.0,3.0,,"{'2020': 1, '2021': 6, '2022': 10, '2023': 17, '2024': 32, '2025': 16}"
David Musicant,Professor,Carleton College,,no_match,,,,,,,,
Sneha Narayan,Assistant Professor,Carleton College,Carleton College,matched,160.0,95.0,7.0,7.0,7.0,6.0,,"{'2010': 2, '2011': 2, '2012': 2, '2013': 6, '2014': 3, '2015': 4, '2016': 3, '2017': 7, '2018': 8, '2019': 8, '2020': 13, '2021': 14, '2022': 21, '2023': 19, '2024': 20, '2025': 17, '2026': 4}"
Layla Oesper,Associate Professor,Carleton College,"Associate Professor of Computer Science,Carleton College",matched,5455.0,4125.0,13.0,13.0,15.0,15.0,,"{'2014': 49, '2015': 88, '2016': 133, '2017': 162, '2018': 165, '2019': 186, '2020': 491, '2021': 741, '2022': 785, '2023': 728, '2024': 770, '2025': 852, '2026': 248}"
Jeff Ondich,Professor,Carleton College,,no_match,,,,,,,,
Anna Rafferty,Professor,Carleton College,"Professor of Computer Science,Carleton College",matched,3363.0,1839.0,28.0,21.0,47.0,32.0,artificial intelligence; cognitive science; computational modeling; education; machine learning,"{'2007': 9, '2008': 21, '2009': 32, '2010': 48, '2011': 49, '2012': 52, '2013': 83, '2014': 103, '2015': 117, '2016': 161, '2017': 149, '2018': 185, '2019': 192, '2020': 278, '2021': 264, '2022': 283, '2023': 330, '2024': 354, '2025': 470, '2026': 130}"
Jean Salac,Assistant Professor,Carleton College,"Assistant Professor of Computer Science,Carleton College",matched,566.0,489.0,12.0,12.0,15.0,14.0,Computing Education; Digital Youth; Human-Centered Computing,"{'2017': 2, '2018': 9, '2019': 21, '2020': 42, '2021': 86, '2022': 67, '2023': 74, '2024': 88, '2025': 118, '2026': 56}"
Anya Vostinar,Assistant Professor,Carleton College,Carleton College,matched,534.0,354.0,8.0,8.0,8.0,7.0,Symbiosis; digital evolution; evolution; microbiomes,"{'2016': 5, '2017': 18, '2018': 34, '2019': 66, '2020': 47, '2021': 56, '2022': 68, '2023': 57, '2024': 93, '2025': 62, '2026': 18}"
Robert Franks,Professor,Central College,NCSU,matched_name,,,,,,,Molecular Genetics; Development; Plant Biology,
Stephen Fyfe,Professor,Central College,,no_match,,,,,,,,
Mark Johnson,Professor,Central College,"Professor Emeritus of Computer Science and Mathematics, Central College",matched,30.0,10.0,2.0,1.0,2.0,0.0,Set theory,"{'1993': 1, '1994': 2, '1995': 2, '1996': 1, '1997': 1, '1998': 1, '1999': 1, '2000': 1, '2001': 1, '2002': 2, '2003': 1, '2004': 1, '2005': 1, '2006': 1, '2007': 1, '2008': 3, '2009': 2, '2010': 3}"
Thomas E. Allen,Associate Professor,Centre College,"Associate Professor,Centre College",matched,198.0,57.0,8.0,6.0,8.0,2.0,Artificial Intelligence; AI for a More Accessible World; Computational Preferences,"{'2014': 3, '2015': 15, '2016': 22, '2017': 28, '2018': 31, '2019': 28, '2020': 13, '2021': 17, '2022': 17, '2023': 7, '2024': 7, '2025': 9}"
William Bailey,Assistant Professor,Centre College,"Assistant Professor of Accounting,Bradley University",matched_name,,,,,,,Taxation,
Michael K. Bradshaw,Professor,Centre College,"Professor of Global Energy,University of Warwick",matched_name,,,,,,,Geography; International Relations; Business and Management,
Dave Toth,Professor,Centre College,Centre College,matched_college,,,,,,,Environmental Economics; Law and Economics; Crime,
Abdelrahman Desoky,Associate Professor,Claflin University,Postdoc atKAUST,matched_name,,,,,,,Computer Vision; Diffusion Model; Vision Language Models,
Karina Liles,Assistant Professor,Claflin University,Associate Professor,matched_name,,,,,,,computer science,
Ms. Erika L. Rhett,Lecturer,Claflin University,,no_url,,,,,,,,
Pawar Shrikant,Assistant Professor,Claflin University,"Assistant Professor, Claflin University; Co-founder, ChestAi.org & GRC; Research Affiliate,Yale",matched_college,,,,,,,Bioinformatics; Computational Biology; Computer Science,
Stephen Hughes,Associate Professor,Coe College,Coe College,matched,790.0,74.0,12.0,5.0,13.0,1.0,Human-Computer Interaction; Interactive Systems Design; Computer Supported Collaboration; Mixed Initiative Systems; Single Displ,"{'2002': 11, '2003': 13, '2004': 19, '2005': 57, '2006': 42, '2007': 65, '2008': 91, '2009': 64, '2010': 67, '2011': 25, '2012': 38, '2013': 40, '2014': 30, '2015': 21, '2016': 35, '2017': 18, '2018': 15, '2019': 27, '2020': 24, '2021': 19, '2022': 23, '2023': 5, '2024': 12, '2025': 12, '2026': 3}"
Namrata Saha,Visiting Assistant Professor,Coe College,Florida International University,matched_name,,,,,,,,
Michael Stobb,Associate Professor,Coe College,Calvin College,matched_name,,,,,,,,
Terry Hostetler,Professor,Coe College,,no_match,,,,,,,,
Calvin Van Niewaal,Professor,Coe College,,no_match,,,,,,,,
Stephanie Taylor,Professor,Colby College,"Professor of Computer Science,Colby College",matched,886.0,290.0,13.0,10.0,16.0,10.0,circadian rhythms; computational chronobiology; limit cycle models,"{'2006': 5, '2007': 28, '2008': 54, '2009': 48, '2010': 59, '2011': 37, '2012': 48, '2013': 25, '2014': 44, '2015': 39, '2016': 52, '2017': 26, '2018': 28, '2019': 39, '2020': 48, '2021': 50, '2022': 54, '2023': 37, '2024': 63, '2025': 61, '2026': 25}"
Eric Aaron,Associate Professor,Colby College,Colby College,matched_college,,,,,,,Macroeconometric modeling; policy analysis; forecasting; applied econometrics; economic impact analysis,
Naser Al Madi,Visiting Assistant Professor,Colby College,Colby College,matched,296.0,256.0,9.0,7.0,8.0,4.0,Eye tracking; Program Comprehension; Software Engineering,"{'2016': 5, '2017': 5, '2018': 9, '2019': 14, '2020': 7, '2021': 12, '2022': 18, '2023': 44, '2024': 71, '2025': 84, '2026': 26}"
Max Bender,Assistant Professor,Colby College,"Dana Professor of Science, Technology, and Society,Colby College",matched_college,,,,,,,History of science and technology,
Tahiya Chowdhury,Assistant Professor,Colby College,"Assistant Professor,Colby College",matched,88.0,88.0,7.0,7.0,2.0,2.0,AI education; multimodal interaction; AI for environment,"{'2021': 4, '2022': 7, '2023': 20, '2024': 15, '2025': 34, '2026': 8}"
Stacy Doore,Assistant Professor,Colby College,"Assistant Professor of Computer Science,Colby College",matched,414.0,365.0,10.0,10.0,10.0,10.0,computing ethics; assistive technologies; spatial information access,"{'2011': 3, '2012': 1, '2013': 2, '2014': 1, '2015': 2, '2016': 4, '2017': 8, '2018': 6, '2019': 16, '2020': 33, '2021': 34, '2022': 70, '2023': 79, '2024': 97, '2025': 51}"
Allen Harper,Assistant Professor,Colby College,,no_match,,,,,,,,
Ike Lage,Assistant Professor,Colby College,"Dana Professor of Science, Technology, and Society,Colby College",matched_college,,,,,,,History of science and technology,
Oliver Layton,Associate Professor,Colby College,"Associate Professor of Computer Science, Colby College",matched,468.0,282.0,13.0,11.0,14.0,12.0,Vision; Neuroscience; Navigation; Machine Learning; Psychophysics,"{'2011': 2, '2012': 3, '2013': 5, '2014': 16, '2015': 13, '2016': 27, '2017': 23, '2018': 30, '2019': 26, '2020': 41, '2021': 56, '2022': 56, '2023': 50, '2024': 51, '2025': 49, '2026': 20}"
Ying Li,Associate Professor,Colby College,"Department of Computer Science,Colby College",matched,165.0,55.0,6.0,6.0,3.0,1.0,Intermittently Connected Networks; Wireless Sensor Networks; Delay-tolerant Networks; Ad-hoc Networks; UAV Networks,"{'2009': 2, '2010': 1, '2011': 1, '2012': 1, '2013': 2, '2014': 13, '2015': 19, '2016': 18, '2017': 20, '2018': 8, '2019': 14, '2020': 8, '2021': 9, '2022': 11, '2023': 10, '2024': 8, '2025': 15, '2026': 2}"
Hannen Wolfe,Assistant Professor,Colby College,Assistant Professor of Computer Science atColby College,matched,64.0,51.0,4.0,4.0,2.0,1.0,Media Arts; Human Computer Interaction,"{'2016': 3, '2017': 1, '2018': 2, '2019': 4, '2020': 1, '2021': 8, '2022': 7, '2023': 14, '2024': 10, '2025': 7, '2026': 4}"
Noah Apthorpe,Assistant Professor,Colgate University,"Associate Professor of Computer Science,Colgate University",matched,4584.0,3488.0,19.0,18.0,24.0,22.0,Internet of Things; Privacy; Computer Networks; Human-Computer Interaction; Machine Learning,"{'2017': 35, '2018': 122, '2019': 341, '2020': 561, '2021': 654, '2022': 718, '2023': 717, '2024': 629, '2025': 594, '2026': 176}"
Valerie Cucura,Senior Lab Instructor,Colgate University,,no_match,,,,,,,,
Forrest Davis,Assistant Professor,Colgate University,Colgate University,matched,131.0,122.0,6.0,6.0,6.0,6.0,computational linguistics; psycholinguistics; natural language processing; linguistics,"{'2018': 1, '2019': 1, '2020': 7, '2021': 16, '2022': 28, '2023': 17, '2024': 27, '2025': 26, '2026': 8}"
Nicholas Diana,Assistant Professor,Colgate University,"Colgate University, Department of Computer Science",matched,417.0,281.0,8.0,7.0,7.0,5.0,Learning Science; Educational Data Mining; Human-Computer Interaction,"{'2016': 3, '2017': 11, '2018': 35, '2019': 37, '2020': 46, '2021': 70, '2022': 67, '2023': 39, '2024': 34, '2025': 53, '2026': 18}"
Elodie Fourquet,Associate Professor,Colgate University,,no_match,,,,,,,,
Aaron Gember-Jacobson,Associate Professor,Colgate University,Associate Professor of Computer Science,manual_approved,2172.0,1017.0,17.0,16.0,19.0,18.0,,"{'2014': 6, '2015': 84, '2016': 179, '2017': 201, '2018': 238, '2019': 195, '2020': 244, '2021': 182, '2022': 130, '2023': 169, '2024': 226, '2025': 252, '2026': 58}"
Georgiana Haldeman,Assistant Professor,Colgate University,Colgate University,matched,231.0,159.0,7.0,4.0,6.0,4.0,automated formative feedback; model-based CS; physical models; interconnected POGIL; DEI in CS,"{'2015': 5, '2016': 7, '2017': 7, '2018': 20, '2019': 8, '2020': 24, '2021': 26, '2022': 21, '2023': 26, '2024': 31, '2025': 43, '2026': 12}"
Matt Lyboult,Senior Lab Instructor,Colgate University,,no_match,,,,,,,,
David Perkins,Visiting Assistant Professor,Colgate University,Ball State University,matched_name,3544.0,484.0,27.0,10.0,48.0,11.0,psychology,"{'1987': 28, '1988': 31, '1989': 23, '1990': 32, '1991': 49, '1992': 31, '1993': 33, '1994': 34, '1995': 52, '1996': 42, '1997': 46, '1998': 61, '1999': 54, '2000': 65, '2001': 64, '2002': 74, '2003': 82, '2004': 93, '2005': 91, '2006': 96, '2007': 89, '2008': 141, '2009': 128, '2010': 108, '2011': 124, '2012': 144, '2013': 145, '2014': 164, '2015': 137, '2016': 128, '2017': 143, '2018': 109, '2019': 126, '2020': 128, '2021': 113, '2022': 98, '2023': 94, '2024': 93, '2025': 68, '2026': 18}"
Grusha Prasad,Assistant Professor,Colgate University,Colgate University,matched,1165.0,1139.0,8.0,8.0,8.0,8.0,Cognitive Science; Psycholinguistics; Computational linguistics; Natural Language Processing,"{'2019': 6, '2020': 15, '2021': 67, '2022': 155, '2023': 218, '2024': 271, '2025': 302, '2026': 122}"
Vijay Ramachandran,Associate Professor,Colgate University,"Associate Professor of Computer Science,Colgate University",matched,703.0,39.0,14.0,4.0,17.0,0.0,Networking; Routing; Algorithms,"{'2000': 2, '2001': 4, '2002': 6, '2003': 15, '2004': 21, '2005': 59, '2006': 32, '2007': 55, '2008': 47, '2009': 66, '2010': 62, '2011': 67, '2012': 49, '2013': 39, '2014': 28, '2015': 24, '2016': 17, '2017': 12, '2018': 17, '2019': 12, '2020': 16, '2021': 9, '2022': 9, '2023': 7, '2024': 6, '2025': 6, '2026': 2}"
Joel Sommers,Professor,Colgate University,"Professor of Computer Science,Colgate University",matched,4517.0,859.0,33.0,17.0,49.0,26.0,networks; computer systems,"{'2004': 16, '2005': 32, '2006': 95, '2007': 89, '2008': 119, '2009': 184, '2010': 246, '2011': 250, '2012': 326, '2013': 296, '2014': 303, '2015': 317, '2016': 296, '2017': 297, '2018': 256, '2019': 256, '2020': 214, '2021': 170, '2022': 186, '2023': 161, '2024': 138, '2025': 156, '2026': 48}"
Katelyn Valete,Lab Instructor,Colgate University,,no_match,,,,,,,,
Puck Wen,Assistant Professor,Colgate University,Colgate University,manual_approved,523.0,504.0,13.0,13.0,17.0,16.0,Human-Robot Interaction; Robot Ethics,"{'2019': 4, '2020': 13, '2021': 38, '2022': 65, '2023': 118, '2024': 125, '2025': 100, '2026': 57}"
Heather Amthauer,Associate Professor,College of St Benedict,College of Saint Benedict,matched_college,,,,,,,Comprehension; emotion,
Robert Hesse,Associate Professor,College of St Benedict,"Assistant Professor, Marketing at theCollege of St. Benedictand St. John’s University",matched_college,,,,,,,Marketing strategy and innovation; season ticket product and service innovation; season ticket,
Peter Ohmann,Associate Professor,College of St Benedict,College of Saint Benedict,matched_college,,,,,,,Comprehension; emotion,
Imad Rahal,Professor,College of St Benedict,College of Saint Benedict& Saint John's University,matched,347.0,62.0,10.0,5.0,10.0,1.0,Data Science; Data Mining; Databases; Big Data; Bioinformatics,"{'2003': 1, '2004': 9, '2005': 7, '2006': 16, '2007': 15, '2008': 18, '2009': 20, '2010': 13, '2011': 20, '2012': 12, '2013': 9, '2014': 23, '2015': 10, '2016': 18, '2017': 13, '2018': 13, '2019': 26, '2020': 18, '2021': 14, '2022': 14, '2023': 8, '2024': 12, '2025': 11, '2026': 3}"
Vijay Srinivas Tida,Assistant Professor,College of St Benedict,Assistant Professor,matched_name,,,,,,,Machine Learning; Deep Learning; VLSI; Natural Language Processing; Differential Privacy,
Srikanth Vemula,Assistant Professor,College of St Benedict,College of Saint Benedict& St John's University,matched,130.0,128.0,6.0,6.0,5.0,5.0,Interpretable AI; Quantum Computing; Human Robotic Teaming; Brain Computer Interfaces,"{'2021': 15, '2022': 22, '2023': 18, '2024': 29, '2025': 37, '2026': 7}"
Eric Ruggieri,Professor,College of the Holy Cross,"Dept of Psychology,College of the Holy Cross",matched_college,,,,,,,Cognitive Neuroscience,
Alisa DeStefano,Professor,College of the Holy Cross,College of the Holy Cross,matched_college,,,,,,,,
Wenxin Du,Assistant Professor,College of the Holy Cross,"Professor of Economics,College of the Holy Cross",matched_college,,,,,,,,
Zack Fitzsimmons,Associate Professor,College of the Holy Cross,"Associate Professor,College of the Holy Cross",matched,188.0,92.0,8.0,6.0,6.0,3.0,Computational Social Choice,"{'2012': 2, '2013': 3, '2014': 5, '2015': 8, '2016': 12, '2017': 17, '2018': 7, '2019': 13, '2020': 26, '2021': 15, '2022': 17, '2023': 19, '2024': 14, '2025': 19, '2026': 7}"
Sharon Frechette,Associate Professor,College of the Holy Cross,,no_match,,,,,,,,
Heather Guarnera,Assistant Professor,College of Wooster,TheCollege of Wooster,matched,97.0,80.0,7.0,6.0,6.0,4.0,graph theory; networks; algorithms; software engineering; mining software repositories,"{'2017': 2, '2018': 3, '2019': 2, '2020': 9, '2021': 20, '2022': 8, '2023': 9, '2024': 16, '2025': 23, '2026': 4}"
